CRIM,ZN,INDUS,CHAS_1,NOX,RM,AGE,DIS,RAD_3,RAD_4,RAD_5,RAD_6,RAD_24,TAX,PTRATIO,B,LSTAT,class,prob,sample
0.00632,18,2.31,0,0.538,6.575,65.2,4.09,0,0,0,0,0,296,15.3,396.9,4.98,1,0.9979067561438627,test
0.02731,0,7.07,0,0.469,6.421,78.9,4.9671,0,0,0,0,0,242,17.8,396.9,9.14,1,0.9860337014229869,train
0.02729,0,7.07,0,0.469,7.185,61.1,4.9671,0,0,0,0,0,242,17.8,392.83,4.03,1,0.9999611427357756,train
0.03237,0,2.18,0,0.458,6.998,45.8,6.0622,1,0,0,0,0,222,18.7,394.63,2.94,1,0.9999940811525866,test
0.06905,0,2.18,0,0.458,7.147,54.2,6.0622,1,0,0,0,0,222,18.7,396.9,5.33,1,0.999909515598605,train
0.02985,0,2.18,0,0.458,6.43,58.7,6.0622,1,0,0,0,0,222,18.7,394.12,5.21,1,0.9999243859033544,train
0.08829,12.5,7.87,0,0.524,6.012,66.6,5.5605,0,0,1,0,0,311,15.2,395.6,12.43,1,0.9890676801704432,train
0.14455,12.5,7.87,0,0.524,6.172,96.1,5.9505,0,0,1,0,0,311,15.2,396.9,19.15,1,0.8046200066335452,train
0.21124,12.5,7.87,0,0.524,5.631,100,6.0821,0,0,1,0,0,311,15.2,386.63,29.93,0,0.016646607417994667,test
0.17004,12.5,7.87,0,0.524,6.004,85.9,6.5921,0,0,1,0,0,311,15.2,386.71,17.1,0,0.051488220245240655,train
0.22489,12.5,7.87,0,0.524,6.377,94.3,6.3467,0,0,1,0,0,311,15.2,392.52,20.45,0,0.5357673421469875,test
0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,0,0,1,0,0,311,15.2,396.9,13.27,0,0.17143643727207647,train
0.09378,12.5,7.87,0,0.524,5.889,39,5.4509,0,0,1,0,0,311,15.2,390.5,15.71,1,0.8432232682830497,train
0.62976,0,8.14,0,0.538,5.949,61.8,4.7075,0,1,0,0,0,307,21,396.9,8.26,0,9.15949854480576e-5,train
0.63796,0,8.14,0,0.538,6.096,84.5,4.4619,0,1,0,0,0,307,21,380.02,10.26,0,6.182837006309568e-5,test
0.62739,0,8.14,0,0.538,5.834,56.5,4.4986,0,1,0,0,0,307,21,395.62,8.47,0,7.76631916915041e-5,train
1.05393,0,8.14,0,0.538,5.935,29.3,4.4986,0,1,0,0,0,307,21,386.85,6.58,1,0.9889540000669578,train
0.7842,0,8.14,0,0.538,5.99,81.7,4.2579,0,1,0,0,0,307,21,386.75,14.67,0,5.847915430561829e-5,test
0.80271,0,8.14,0,0.538,5.456,36.6,3.7965,0,1,0,0,0,307,21,288.99,11.69,0,0.003164182088287709,train
0.7258,0,8.14,0,0.538,5.727,69.5,3.7965,0,1,0,0,0,307,21,390.95,11.28,0,5.777564370983649e-5,train
1.25179,0,8.14,0,0.538,5.57,98.1,3.7979,0,1,0,0,0,307,21,376.57,21.02,0,4.134929287382068e-4,train
0.85204,0,8.14,0,0.538,5.965,89.2,4.0123,0,1,0,0,0,307,21,392.53,13.83,0,5.825060232057392e-5,train
1.23247,0,8.14,0,0.538,6.142,91.7,3.9769,0,1,0,0,0,307,21,396.9,18.72,0,1.1326944670678207e-4,train
0.98843,0,8.14,0,0.538,5.813,100,4.0952,0,1,0,0,0,307,21,394.54,19.88,0,1.0730519626417806e-4,test
0.75026,0,8.14,0,0.538,5.924,94.1,4.3996,0,1,0,0,0,307,21,394.33,16.3,0,5.9291426439580444e-5,test
0.84054,0,8.14,0,0.538,5.599,85.7,4.4546,0,1,0,0,0,307,21,303.42,16.51,0,6.1001588414253026e-5,train
0.67191,0,8.14,0,0.538,5.813,90.3,4.682,0,1,0,0,0,307,21,376.88,14.81,0,5.739189524294338e-5,train
0.95577,0,8.14,0,0.538,6.047,88.8,4.4534,0,1,0,0,0,307,21,306.38,17.28,0,7.263115038014377e-5,train
0.77299,0,8.14,0,0.538,6.495,94.4,4.4547,0,1,0,0,0,307,21,387.94,12.8,0,9.668024980333903e-5,train
1.00245,0,8.14,0,0.538,6.674,87.3,4.239,0,1,0,0,0,307,21,380.23,11.98,0,0.002480482566745298,train
1.13081,0,8.14,0,0.538,5.713,94.1,4.233,0,1,0,0,0,307,21,360.17,22.6,0,5.646356393379395e-4,train
1.35472,0,8.14,0,0.538,6.072,100,4.175,0,1,0,0,0,307,21,376.73,13.04,0,5.884434637049453e-5,test
1.38799,0,8.14,0,0.538,5.95,82,3.99,0,1,0,0,0,307,21,232.6,27.71,0,0.7320824347842821,test
1.15172,0,8.14,0,0.538,5.701,95,3.7872,0,1,0,0,0,307,21,358.77,18.35,0,1.0360512341921413e-4,test
1.61282,0,8.14,0,0.538,6.096,96.9,3.7598,0,1,0,0,0,307,21,248.31,20.34,0,0.006767526746993261,train
0.06417,0,5.96,0,0.499,5.933,68.2,3.3603,0,0,1,0,0,279,19.2,396.9,9.68,0,0.04686952275117223,train
0.09744,0,5.96,0,0.499,5.841,61.4,3.3779,0,0,1,0,0,279,19.2,377.56,11.41,0,0.26888504915455014,train
0.08014,0,5.96,0,0.499,5.85,41.5,3.9342,0,0,1,0,0,279,19.2,396.9,8.77,0,0.07282112264506428,train
0.17505,0,5.96,0,0.499,5.966,30.2,3.8473,0,0,1,0,0,279,19.2,393.43,10.13,1,0.9998223557094057,test
0.02763,75,2.95,0,0.428,6.595,21.8,5.4011,1,0,0,0,0,252,18.3,395.63,4.32,1,0.99869701353905,train
0.03359,75,2.95,0,0.428,7.024,15.8,5.4011,1,0,0,0,0,252,18.3,395.62,1.98,1,0.9999987324126506,train
0.12744,0,6.91,0,0.448,6.77,2.9,5.7209,1,0,0,0,0,233,17.9,385.41,4.84,1,0.999995244595164,train
0.1415,0,6.91,0,0.448,6.169,6.6,5.7209,1,0,0,0,0,233,17.9,383.37,5.81,1,0.9998770535798032,train
0.15936,0,6.91,0,0.448,6.211,6.5,5.7209,1,0,0,0,0,233,17.9,394.46,7.44,1,0.9998063700641829,test
0.12269,0,6.91,0,0.448,6.069,40,5.7209,1,0,0,0,0,233,17.9,389.39,9.55,1,0.0745703585738349,test
0.17142,0,6.91,0,0.448,5.682,33.8,5.1004,1,0,0,0,0,233,17.9,396.9,10.21,0,0.03046125917449077,test
0.18836,0,6.91,0,0.448,5.786,33.3,5.1004,1,0,0,0,0,233,17.9,396.9,14.15,0,0.11012544846599093,train
0.22927,0,6.91,0,0.448,6.03,85.5,5.6894,1,0,0,0,0,233,17.9,392.74,18.8,0,1.7996281023029444e-5,test
0.25387,0,6.91,0,0.448,5.399,95.3,5.87,1,0,0,0,0,233,17.9,396.9,30.81,0,1.848227198742881e-6,train
0.21977,0,6.91,0,0.448,5.602,62,6.0877,1,0,0,0,0,233,17.9,396.9,16.2,0,0.013399159933045732,test
0.08873,21,5.64,0,0.439,5.963,45.7,6.8147,0,1,0,0,0,243,16.8,395.56,13.45,0,0.9999655154972361,test
0.04337,21,5.64,0,0.439,6.115,63,6.8147,0,1,0,0,0,243,16.8,393.97,9.43,0,0.9999859563185229,test
0.0536,21,5.64,0,0.439,6.511,21.1,6.8147,0,1,0,0,0,243,16.8,396.9,5.28,1,0.9999980681806611,test
0.04981,21,5.64,0,0.439,5.998,21.4,6.8147,0,1,0,0,0,243,16.8,396.9,8.43,1,0.9999939374177894,train
0.0136,75,4,0,0.41,5.888,47.6,7.3197,1,0,0,0,0,469,21.1,396.9,14.8,0,0.4599171813748444,test
0.01311,90,1.22,0,0.403,7.249,21.9,8.6966,0,0,1,0,0,226,17.9,395.93,4.81,1,0.9999980455076729,train
0.02055,85,0.74,0,0.41,6.383,35.7,9.1876,0,0,0,0,0,313,17.3,396.9,5.77,1,0.9749095692233534,train
0.01432,100,1.32,0,0.411,6.816,40.5,8.3248,0,0,1,0,0,256,15.1,392.9,3.95,1,0.9999980168107887,test
0.15445,25,5.13,0,0.453,6.145,29.2,7.8148,0,0,0,0,0,284,19.7,390.68,6.86,1,0.9493606898417242,test
0.10328,25,5.13,0,0.453,5.927,47.2,6.932,0,0,0,0,0,284,19.7,396.9,9.22,0,8.410455054916324e-4,test
0.14932,25,5.13,0,0.453,5.741,66.2,7.2254,0,0,0,0,0,284,19.7,395.11,13.15,0,5.536157185059173e-5,test
0.17171,25,5.13,0,0.453,5.966,93.4,6.8185,0,0,0,0,0,284,19.7,378.08,14.44,0,5.660378097674922e-5,train
0.11027,25,5.13,0,0.453,6.456,67.8,7.2255,0,0,0,0,0,284,19.7,396.9,6.73,1,0.9613469726678597,test
0.1265,25,5.13,0,0.453,6.762,43.4,7.9809,0,0,0,0,0,284,19.7,395.58,9.5,1,0.9787593442502733,train
0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,1,0,0,0,0,216,18.6,393.24,8.05,1,0.0931547680500494,test
0.03584,80,3.37,0,0.398,6.29,17.8,6.6115,0,1,0,0,0,337,16.1,396.9,4.67,1,0.9985180541900851,train
0.04379,80,3.37,0,0.398,5.787,31.1,6.6115,0,1,0,0,0,337,16.1,396.9,10.24,0,0.007851692233200546,train
0.05789,12.5,6.07,0,0.409,5.878,21.4,6.498,0,1,0,0,0,345,18.9,396.21,8.1,1,0.9767544027555599,test
0.13554,12.5,6.07,0,0.409,5.594,36.8,6.498,0,1,0,0,0,345,18.9,396.9,13.09,0,1.1670027973498014e-4,train
0.12816,12.5,6.07,0,0.409,5.885,33,6.498,0,1,0,0,0,345,18.9,396.9,8.79,0,0.9475909445452434,test
0.08826,0,10.81,0,0.413,6.417,6.6,5.2873,0,1,0,0,0,305,19.2,383.73,6.72,1,1,train
0.15876,0,10.81,0,0.413,5.961,17.5,5.2873,0,1,0,0,0,305,19.2,376.94,9.88,1,0.9995629850336245,test
0.09164,0,10.81,0,0.413,6.065,7.8,5.2873,0,1,0,0,0,305,19.2,390.91,5.52,1,0.9999990958149529,train
0.19539,0,10.81,0,0.413,6.245,6.2,5.2873,0,1,0,0,0,305,19.2,377.17,7.54,1,1,test
0.07896,0,12.83,0,0.437,6.273,6,4.2515,0,0,1,0,0,398,18.7,394.92,6.78,1,1,test
0.09512,0,12.83,0,0.437,6.286,45,4.5026,0,0,1,0,0,398,18.7,383.23,8.94,1,0.8748777860266482,train
0.10153,0,12.83,0,0.437,6.279,74.5,4.0522,0,0,1,0,0,398,18.7,373.66,11.97,0,0.9383847384167494,test
0.08707,0,12.83,0,0.437,6.14,45.8,4.0905,0,0,1,0,0,398,18.7,386.96,10.27,0,0.5414388818545384,train
0.05646,0,12.83,0,0.437,6.232,53.7,5.0141,0,0,1,0,0,398,18.7,386.4,12.34,1,0.6352270458661556,train
0.08387,0,12.83,0,0.437,5.874,36.6,4.5026,0,0,1,0,0,398,18.7,396.06,9.1,0,0.02269379442546502,test
0.04113,25,4.86,0,0.426,6.727,33.5,5.4007,0,1,0,0,0,281,19,396.9,5.29,1,0.9999847094761536,test
0.04462,25,4.86,0,0.426,6.619,70.4,5.4007,0,1,0,0,0,281,19,395.63,7.22,1,0.9996075696908496,train
0.03659,25,4.86,0,0.426,6.302,32.2,5.4007,0,1,0,0,0,281,19,396.9,6.72,1,0.9972917744621479,train
0.03551,25,4.86,0,0.426,6.167,46.7,5.4007,0,1,0,0,0,281,19,390.64,7.51,1,0.9840889290974386,test
0.05059,0,4.49,0,0.449,6.389,48,4.7794,1,0,0,0,0,247,18.5,396.9,9.62,1,0.9999903268186698,test
0.05735,0,4.49,0,0.449,6.63,56.1,4.4377,1,0,0,0,0,247,18.5,392.3,6.53,1,0.9999988940859492,test
0.05188,0,4.49,0,0.449,6.015,45.1,4.4272,1,0,0,0,0,247,18.5,395.99,12.86,1,0.934973618533254,train
0.07151,0,4.49,0,0.449,6.121,56.8,3.7476,1,0,0,0,0,247,18.5,395.15,8.44,1,0.999920036811456,train
0.0566,0,3.41,0,0.489,7.007,86.3,3.4217,0,0,0,0,0,270,17.8,396.9,5.5,1,0.9992976049211332,train
0.05302,0,3.41,0,0.489,7.079,63.1,3.4145,0,0,0,0,0,270,17.8,396.06,5.7,1,0.9999834444795951,test
0.04684,0,3.41,0,0.489,6.417,66.1,3.0923,0,0,0,0,0,270,17.8,392.18,8.81,1,0.9919066691744073,train
0.03932,0,3.41,0,0.489,6.405,73.9,3.0921,0,0,0,0,0,270,17.8,393.55,8.2,1,0.9876414637425007,test
0.04203,28,15.04,0,0.464,6.442,53.6,3.6659,0,1,0,0,0,270,18.2,395.01,8.16,1,0.9905016990889437,train
0.02875,28,15.04,0,0.464,6.211,28.9,3.6659,0,1,0,0,0,270,18.2,396.33,6.21,1,0.9999362707980856,train
0.04294,28,15.04,0,0.464,6.249,77.3,3.615,0,1,0,0,0,270,18.2,396.9,10.59,0,0.0012679540967434802,test
0.12204,0,2.89,0,0.445,6.625,57.8,3.4952,0,0,0,0,0,276,18,357.98,6.65,1,0.996708051342075,train
0.11504,0,2.89,0,0.445,6.163,69.6,3.4952,0,0,0,0,0,276,18,391.83,11.34,1,0.9872077625490644,train
0.12083,0,2.89,0,0.445,8.069,76,3.4952,0,0,0,0,0,276,18,396.9,4.21,1,0.9999984790375068,train
0.08187,0,2.89,0,0.445,7.82,36.9,3.4952,0,0,0,0,0,276,18,393.53,3.57,1,0.999998525274063,train
0.0686,0,2.89,0,0.445,7.416,62.5,3.4952,0,0,0,0,0,276,18,396.9,6.19,1,0.9999982234489726,train
0.14866,0,8.56,0,0.52,6.727,79.9,2.7778,0,0,1,0,0,384,20.9,394.76,9.42,1,0.7317697086739535,train
0.11432,0,8.56,0,0.52,6.781,71.3,2.8561,0,0,1,0,0,384,20.9,395.58,7.67,1,0.9954445186569033,test
0.22876,0,8.56,0,0.52,6.405,85.4,2.7147,0,0,1,0,0,384,20.9,70.8,10.63,0,0.016775602284499952,train
0.21161,0,8.56,0,0.52,6.137,87.4,2.7147,0,0,1,0,0,384,20.9,394.47,13.44,0,0.009304495932115596,test
0.1396,0,8.56,0,0.52,6.167,90,2.421,0,0,1,0,0,384,20.9,392.69,12.33,0,0.008502968182015137,train
0.13262,0,8.56,0,0.52,5.851,96.7,2.1069,0,0,1,0,0,384,20.9,394.05,16.47,0,0.008000663821596487,test
0.1712,0,8.56,0,0.52,5.836,91.9,2.211,0,0,1,0,0,384,20.9,395.67,18.66,0,0.012184117366664788,train
0.13117,0,8.56,0,0.52,6.127,85.2,2.1224,0,0,1,0,0,384,20.9,387.69,14.09,0,0.014468579743008815,train
0.12802,0,8.56,0,0.52,6.474,97.1,2.4329,0,0,1,0,0,384,20.9,395.24,12.27,0,0.040593346373514486,train
0.26363,0,8.56,0,0.52,6.229,91.2,2.5451,0,0,1,0,0,384,20.9,391.23,15.55,0,0.04237507285687025,test
0.10793,0,8.56,0,0.52,6.195,54.4,2.7778,0,0,1,0,0,384,20.9,393.49,13,1,0.8407104772079085,train
0.10084,0,10.01,0,0.547,6.715,81.6,2.6775,0,0,0,1,0,432,17.8,395.59,10.16,1,0.9990465635867928,train
0.12329,0,10.01,0,0.547,5.913,92.9,2.3534,0,0,0,1,0,432,17.8,394.95,16.21,0,0.0065503834351859315,train
0.22212,0,10.01,0,0.547,6.092,95.4,2.548,0,0,0,1,0,432,17.8,396.9,17.09,0,0.007171160760769924,train
0.14231,0,10.01,0,0.547,6.254,84.2,2.2565,0,0,0,1,0,432,17.8,388.74,10.45,0,0.9965360439695691,test
0.17134,0,10.01,0,0.547,5.928,88.2,2.4631,0,0,0,1,0,432,17.8,344.91,15.76,0,0.006346521636333889,test
0.13158,0,10.01,0,0.547,6.176,72.5,2.7301,0,0,0,1,0,432,17.8,393.3,12.04,1,0.9448825232230778,train
0.15098,0,10.01,0,0.547,6.021,82.6,2.7474,0,0,0,1,0,432,17.8,394.51,10.3,0,0.1830756817842949,train
0.13058,0,10.01,0,0.547,5.872,73.1,2.4775,0,0,0,1,0,432,17.8,338.63,15.37,0,0.0064104328651477934,test
0.14476,0,10.01,0,0.547,5.731,65.2,2.7592,0,0,0,1,0,432,17.8,391.5,13.61,0,0.004048130432507977,train
0.06899,0,25.65,0,0.581,5.87,69.7,2.2577,0,0,0,0,0,188,19.1,389.15,14.37,1,0.9001354199468597,train
0.07165,0,25.65,0,0.581,6.004,84.1,2.1974,0,0,0,0,0,188,19.1,377.67,14.27,0,0.008719860333364464,train
0.09299,0,25.65,0,0.581,5.961,92.9,2.0869,0,0,0,0,0,188,19.1,378.09,17.93,0,0.0057734613376245825,train
0.15038,0,25.65,0,0.581,5.856,97,1.9444,0,0,0,0,0,188,19.1,370.31,25.41,0,0.002158692851715398,train
0.09849,0,25.65,0,0.581,5.879,95.8,2.0063,0,0,0,0,0,188,19.1,379.38,17.58,0,0.005780044385461174,test
0.16902,0,25.65,0,0.581,5.986,88.4,1.9929,0,0,0,0,0,188,19.1,385.02,14.81,1,0.008099844062568034,test
0.38735,0,25.65,0,0.581,5.613,95.6,1.7572,0,0,0,0,0,188,19.1,359.29,27.26,0,8.276945812226964e-4,train
0.25915,0,21.89,0,0.624,5.693,96,1.7883,0,1,0,0,0,437,21.2,392.11,17.19,0,0.0054249186339272604,train
0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,0,1,0,0,0,437,21.2,396.9,15.39,0,0.0036957041027819563,train
0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,0,1,0,0,0,437,21.2,396.9,18.34,0,0.005697162197033166,train
0.34006,0,21.89,0,0.624,6.458,98.9,2.1185,0,1,0,0,0,437,21.2,395.04,12.6,0,4.0120592448158164e-4,test
1.19294,0,21.89,0,0.624,6.326,97.7,2.271,0,1,0,0,0,437,21.2,396.9,12.26,0,2.950290170843487e-4,test
0.59005,0,21.89,0,0.624,6.372,97.9,2.3274,0,1,0,0,0,437,21.2,385.76,11.12,1,1.3694885728921476e-4,test
0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,0,1,0,0,0,437,21.2,388.69,15.03,0,0.0010483904534584938,test
0.97617,0,21.89,0,0.624,5.757,98.4,2.346,0,1,0,0,0,437,21.2,262.76,17.31,0,0.005981781049696574,train
0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,0,1,0,0,0,437,21.2,394.67,16.96,0,0.004609060977338805,test
0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,0,1,0,0,0,437,21.2,378.25,16.9,0,0.004797726415932367,train
0.35233,0,21.89,0,0.624,6.454,98.4,1.8498000000000001,0,1,0,0,0,437,21.2,394.08,14.59,0,0.0026143024370306796,train
0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,0,1,0,0,0,437,21.2,392.04,21.32,0,0.005713664736895218,train
0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,0,1,0,0,0,437,21.2,396.9,18.46,0,0.006007139794125119,train
0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,0,1,0,0,0,437,21.2,388.08,24.16,0,0.005283675301135268,test
1.62864,0,21.89,0,0.624,5.019,100,1.4394,0,1,0,0,0,437,21.2,396.9,34.41,0,2.635947729913014e-4,test
3.32105,0,19.58,1,0.871,5.403,100,1.3216,0,0,1,0,0,403,14.7,396.9,26.82,0,2.341662053303849e-4,train
4.0974,0,19.58,0,0.871,5.468,100,1.4118,0,0,1,0,0,403,14.7,396.9,26.42,0,0.002424397204491021,train
2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,0,0,1,0,0,403,14.7,396.9,29.29,0,1.869325534341023e-4,train
2.37934,0,19.58,0,0.871,6.13,100,1.4191,0,0,1,0,0,403,14.7,172.91,27.8,0,0.131062278793127,train
2.15505,0,19.58,0,0.871,5.628,100,1.5166,0,0,1,0,0,403,14.7,169.27,16.65,0,0.004831410581817257,train
2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,0,0,1,0,0,403,14.7,391.71,29.53,0,2.8773393760001654e-4,train
2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,0,0,1,0,0,403,14.7,356.99,28.32,0,0.001671286484297572,train
2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,0,0,1,0,0,403,14.7,351.85,21.45,0,0.006792630435727767,train
1.6566,0,19.58,0,0.871,6.122,97.3,1.618,0,0,1,0,0,403,14.7,372.8,14.1,1,0.16036608598984883,test
1.49632,0,19.58,0,0.871,5.404,100,1.5916,0,0,1,0,0,403,14.7,341.6,13.28,0,2.9491613021975673e-5,train
1.12658,0,19.58,1,0.871,5.012,88,1.6102,0,0,1,0,0,403,14.7,343.28,12.12,0,9.187915422631345e-5,test
2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,0,0,1,0,0,403,14.7,261.95,15.79,0,0.0031768864620182334,train
1.41385,0,19.58,1,0.871,6.129,96,1.7494,0,0,1,0,0,403,14.7,321.02,15.12,0,8.810139005518191e-4,train
3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,0,0,1,0,0,403,14.7,88.01,15.02,0,9.122132902889911e-4,test
2.44668,0,19.58,0,0.871,5.272,94,1.7364,0,0,1,0,0,403,14.7,88.63,16.14,0,6.819830024925398e-5,test
1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,0,0,1,0,0,403,14.7,363.43,4.59,1,1,test
1.34284,0,19.58,0,0.605,6.066,100,1.7573,0,0,1,0,0,403,14.7,353.89,6.43,1,0.9781960462949092,train
1.42502,0,19.58,0,0.871,6.51,100,1.7659,0,0,1,0,0,403,14.7,364.31,7.39,1,0.9784544775822119,train
1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,0,0,1,0,0,403,14.7,338.92,5.5,1,0.9998711120703947,train
1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,0,0,1,0,0,403,14.7,374.43,1.73,1,1,train
1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,0,0,1,0,0,403,14.7,389.61,1.92,1,1,test
1.51902,0,19.58,1,0.605,8.375,93.9,2.162,0,0,1,0,0,403,14.7,388.45,3.32,1,1,train
2.24236,0,19.58,0,0.605,5.854,91.8,2.422,0,0,1,0,0,403,14.7,395.11,11.64,1,0.9640750408988381,test
2.924,0,19.58,0,0.605,6.101,93,2.2834,0,0,1,0,0,403,14.7,240.16,9.81,1,0.9805419553938147,test
2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,0,0,1,0,0,403,14.7,369.3,3.7,1,1,test
